Date,Stock Price Strength
2020-07-14,2.0009662565661417
2020-07-15,2.051305996181495
2020-07-16,2.0784655704380572
2020-07-17,2.1440446867772622
2020-07-20,2.1931082971710913
2020-07-21,2.336615921777637
2020-07-22,2.4215437775863746
2020-07-23,2.59743428841614
2020-07-24,2.704078495423684
2020-07-27,2.8321143759348124
2020-07-28,2.9594760142109444
2020-07-29,3.097218722045197
2020-07-30,3.1509031236835
2020-07-31,3.123630155923929
2020-08-03,3.1599476551061496
2020-08-04,3.239747808332876
2020-08-05,3.3925715805075267
2020-08-06,3.497090543774096
2020-08-07,3.578176913280611
2020-08-10,3.6000917556658614
2020-08-11,3.759564425070393
2020-08-12,3.8095302504847877
2020-08-13,3.833968751781865
2020-08-14,3.7730854317465305
2020-08-17,3.748473036101549
2020-08-18,3.699011404122139
2020-08-19,3.625775122576915
2020-08-20,3.469240710790469
2020-08-21,3.426475043567838
2020-08-24,3.3912001227093924
2020-08-25,3.3472415691295643
2020-08-26,3.265678949492769
2020-08-27,3.262904893314756
2020-08-28,3.2616729773433106
2020-08-31,3.171837817856846
2020-09-01,3.129408347081748
2020-09-02,3.132041328760383
2020-09-03,3.031996458403663
2020-09-04,2.8470423465541224
2020-09-08,2.6515724171648847
2020-09-09,2.4554305057409933
2020-09-10,2.3311617836255114
2020-09-11,2.2094840314934454
2020-09-14,2.1916764835668125
2020-09-15,2.215624421582787
2020-09-16,2.2127827103104116
2020-09-17,2.1924658416188283
2020-09-18,2.2191469527500405
2020-09-21,2.109694754172822
2020-09-22,1.9561491399818633
2020-09-23,1.774949412093126
2020-09-24,1.5268895855724005
2020-09-25,1.3152105959764553
2020-09-28,1.251958249618174
2020-09-29,1.247844097976089
2020-09-30,1.1778884265092089
2020-10-01,1.0124145028059932
2020-10-02,0.935227108223781
2020-10-05,1.086347791670939
2020-10-06,1.3232163408432853
2020-10-07,1.495371467123512
2020-10-08,1.7110551188613605
2020-10-09,1.98893671291124
2020-10-12,2.191901469788869
2020-10-13,2.2738491417876663
2020-10-14,2.237341578928522
2020-10-15,2.2155397825940155
2020-10-16,2.2944471465619194
2020-10-19,2.4246923782261662
2020-10-20,2.54603216684235
2020-10-21,2.6616570142401885
2020-10-22,2.816153594725392
2020-10-23,2.955337593739105
2020-10-26,2.838042531348708
2020-10-27,2.68649342644043
2020-10-28,2.442034788982045
2020-10-29,2.1958494922197254
2020-10-30,2.0215664014057806
2020-11-02,1.849482134283042
2020-11-03,1.67810753313435
2020-11-04,1.6138800809984317
2020-11-05,1.589324733620883
2020-11-06,1.5190577722772765
2020-11-09,1.770503027013693
2020-11-10,1.859835172530664
2020-11-11,1.7745351726128997
2020-11-12,1.7467192395746338
2020-11-13,1.67588922871309
2020-11-16,1.9224388340085774
2020-11-17,2.18261577313799
2020-11-18,2.391608913248319
2020-11-19,2.527152186089482
2020-11-20,2.6150156938984046
2020-11-23,3.0050451810674637
2020-11-24,3.5917248066495313
2020-11-25,4.141433450010065
2020-11-27,4.575171495759848
2020-11-30,4.95704181127371
2020-12-01,5.315173747830778
2020-12-02,5.465551787554025
2020-12-03,5.63223423759963
2020-12-04,5.874599620569335
2020-12-07,6.092041582644427
2020-12-08,6.08726391426191
2020-12-09,6.354219075982756
2020-12-10,6.704186278684011
2020-12-11,7.025661022210174
2020-12-14,7.271372174339413
2020-12-15,7.275091553877408
2020-12-16,7.242827132018684
2020-12-17,7.368420538025963
2020-12-18,7.698917292155864
2020-12-21,7.799804345954774
2020-12-22,7.965247244229282
2020-12-23,7.973531421610418
2020-12-24,8.048684875076564
2020-12-28,8.21745654792705
2020-12-29,8.256994324162154
2020-12-30,8.146653020423935
2020-12-31,8.223308103346444
2021-01-04,8.172091947280146
2021-01-05,7.91617239905852
2021-01-06,8.027839815800196
2021-01-07,8.171398732032348
2021-01-08,8.21784852550597
2021-01-11,8.067314462760603
2021-01-12,8.254803825122263
2021-01-13,8.496356679387281
2021-01-14,8.770287645017094
2021-01-15,8.794957626790625
2021-01-19,8.693979621693977
2021-01-20,8.600519474099293
2021-01-21,8.732861809061246
2021-01-22,8.547911637982837
2021-01-25,8.44763652384277
2021-01-26,8.332281714421335
2021-01-27,8.052746518420392
2021-01-28,7.86482930684366
2021-01-29,7.720259951259453
2021-02-01,7.572674511370187
2021-02-02,7.555964179785155
2021-02-03,7.590935335133073
2021-02-04,7.371965838807869
2021-02-05,7.200094554966839
2021-02-08,7.148502842458096
2021-02-09,7.538757705059146
2021-02-10,7.571500510240019
2021-02-11,7.474940969571708
2021-02-12,7.293477756664461
2021-02-16,7.492991388668846
2021-02-17,7.571099525642645
2021-02-18,7.351606314400541
2021-02-19,7.290600603884594
2021-02-22,7.429376908547444
2021-02-23,7.330617622198816
2021-02-24,7.45854081482013
2021-02-25,7.728372707239654
2021-02-26,7.607507100923008
2021-03-01,7.807775094007438
2021-03-02,7.869266392664384
2021-03-03,7.88611077706157
2021-03-04,7.734321595541141
2021-03-05,7.452808725509003
2021-03-08,7.577475138983202
2021-03-09,7.599807194204877
2021-03-10,7.546680948313339
2021-03-11,7.741893074600677
2021-03-12,8.067577223756821
2021-03-15,8.28188378959465
2021-03-16,8.285862701362282
2021-03-17,8.276280442230616
2021-03-18,8.564359864407114
2021-03-19,8.387226509720083
2021-03-22,8.070740160534248
2021-03-23,7.714309890190946
2021-03-24,7.108088798985336
2021-03-25,6.450427606766897
2021-03-26,6.607375799337278
2021-03-29,6.620854037771766
2021-03-30,6.633406609662962
2021-03-31,6.64772670094163
2021-04-01,6.88218446634192
2021-04-05,7.292017321084358
2021-04-06,7.238755765685742
2021-04-07,7.093343392723556
2021-04-08,6.953185191078118
2021-04-09,6.633545226462913
2021-04-12,6.2705558631564
2021-04-13,6.076271854614966
2021-04-14,6.0111127573332235
2021-04-15,6.171738304603426
2021-04-16,6.350718756254019
2021-04-19,6.487045291361597
2021-04-20,6.623688992377565
2021-04-21,6.930020609649847
2021-04-22,7.443799343839018
2021-04-23,8.177151780286925
2021-04-26,8.57327809880113
2021-04-27,8.788840381078057
2021-04-28,9.07399136450045
2021-04-29,9.445697228775474
2021-04-30,9.540685239025315
2021-05-03,9.578572848401397
2021-05-04,9.558632858663627
2021-05-05,9.648523616572241
2021-05-06,9.828338434556462
2021-05-07,10.172189004471974
2021-05-10,10.657663818788478
2021-05-11,10.450509544324897
2021-05-12,9.95468068591136
2021-05-13,9.364157243521705
2021-05-14,8.80904368359223
2021-05-17,8.709843683728986
2021-05-18,8.766587784591064
2021-05-19,8.55294078881279
2021-05-20,8.303481890536826
2021-05-21,8.026231644558372
2021-05-24,7.725191673388579
2021-05-25,7.500804788694693
2021-05-26,7.240255921529754
2021-05-27,6.937325404558141
2021-05-28,6.883829322325691
2021-06-01,6.98874277221569
2021-06-02,7.138503111235486
2021-06-03,7.066925378818392
2021-06-04,6.92506311583038
2021-06-07,6.633796157122752
2021-06-08,6.387127183838807
2021-06-09,6.810071035284009
2021-06-10,7.42688675816294
2021-06-11,7.964142319921594
2021-06-14,8.237431503704027
2021-06-15,8.396288012760614
2021-06-16,8.373517342644346
2021-06-17,8.522527514438066
2021-06-18,8.486482666467325
2021-06-21,8.365292429966543
2021-06-22,8.312567152991415
2021-06-23,8.29426427601916
2021-06-24,8.386438326200205
2021-06-25,8.40499399925045
2021-06-28,8.210753921886957
2021-06-29,7.843196191127001
2021-06-30,7.455712917138695
2021-07-01,7.364821632991404
2021-07-02,7.224559633090474
2021-07-06,6.924862798516804
2021-07-07,6.52715536193006
2021-07-08,6.01051884257773
2021-07-09,5.597621396803287
2021-07-12,5.409092922882506
2021-07-13,5.302124265454605
2021-07-14,5.073741991990364
2021-07-15,4.859099239858638
2021-07-16,4.737049943604928
2021-07-19,4.513619087660417
2021-07-20,4.428700164079254
2021-07-21,4.389202911036328
2021-07-22,4.24141977415567
2021-07-23,4.081352561681258
2021-07-26,3.8024907596194986
2021-07-27,3.640992224277278
2021-07-28,3.522154693868796
2021-07-29,3.490228391325197
2021-07-30,3.416422585122372
2021-08-02,3.337686278393108
2021-08-03,3.359122652312057
2021-08-04,3.2696857849359136
2021-08-05,3.34296243849751
2021-08-06,3.4042760169917585
2021-08-09,3.22142362955658
2021-08-10,3.1257686484799168
2021-08-11,3.221967730197964
2021-08-12,3.3496882250921614
2021-08-13,3.44730280063863
2021-08-16,3.651090741100767
2021-08-17,3.6214985125644445
2021-08-18,3.430674671722507
2021-08-19,3.2015333341399237
2021-08-20,2.9517369688213035
2021-08-23,2.9273641112385533
2021-08-24,2.998888568438443
2021-08-25,3.050677561231703
2021-08-26,2.892463602959807
2021-08-27,2.765756400505045
2021-08-30,2.726284006663719
2021-08-31,2.704488734167464
2021-09-01,2.757882434321473
2021-09-02,2.91907675821683
2021-09-03,3.0068261275668706
2021-09-07,3.0284673575391876
2021-09-08,2.9656817851465838
2021-09-09,2.865276328890213
2021-09-10,2.785872047502777
2021-09-13,2.672073862630705
2021-09-14,2.607782327782656
2021-09-15,2.6272046158893088
2021-09-16,2.725985838407905
2021-09-17,2.9026895164454514
2021-09-20,2.873767572451615
2021-09-21,2.8070014581204705
2021-09-22,2.772697149211197
2021-09-23,2.6939064735150104
2021-09-24,2.6265466076062998
2021-09-27,2.5330602462260403
2021-09-28,2.29178662245581
2021-09-29,2.0504082211031553
2021-09-30,1.7504726769644252
2021-10-01,1.3903506888678103
2021-10-04,1.0633539768221514
2021-10-05,0.9862237873992498
2021-10-06,0.7757801063691805
2021-10-07,0.7707720878348444
2021-10-08,0.7310679754180639
2021-10-11,0.780524619753103
2021-10-12,0.7957673360750585
2021-10-13,0.8122516420135437
2021-10-14,0.9264903717439247
2021-10-15,1.1016567305623335
2021-10-18,1.344363948569581
2021-10-19,1.5087147077305838
2021-10-20,1.6665825826825502
2021-10-21,1.790713590410074
2021-10-22,2.0085377863625014
2021-10-25,2.1806041189840846
2021-10-26,2.429928043949058
2021-10-27,2.4889235213528584
2021-10-28,2.6499065219728735
2021-10-29,2.775328896499175
2021-11-01,3.030426964984667
2021-11-02,3.211711063368581
2021-11-03,3.631462844087311
2021-11-04,3.832878310087627
2021-11-05,4.119301332910229
2021-11-08,4.325052977438845
2021-11-09,4.475922949899643
2021-11-10,4.56249052585876
2021-11-11,4.454785743682962
2021-11-12,4.337469232554693
2021-11-15,4.378271253734072
2021-11-16,4.381931064717529
2021-11-17,4.174697866037094
2021-11-18,3.954312714839665
2021-11-19,3.665345912884295
2021-11-22,3.397848983399341
2021-11-23,2.998198169328317
2021-11-24,2.922969011025092
2021-11-26,2.523555449393872
2021-11-29,2.237239576932288
2021-11-30,1.5970954624565437
2021-12-01,1.0601911045747732
2021-12-02,0.4846619656939383
2021-12-03,-0.1146697935104256
2021-12-06,-0.6231253216452457
2021-12-07,-0.8799012379301095
2021-12-08,-0.9898203073770576
2021-12-09,-1.134075311158919
2021-12-10,-1.2348032655855417
2021-12-13,-1.4247925549366773
2021-12-14,-1.803990101297606
2021-12-15,-2.2048400323108517
2021-12-16,-2.2235672107201108
2021-12-17,-2.4184894452303283
2021-12-20,-2.745012823730271
2021-12-21,-2.7875985496264764
2021-12-22,-2.6357586011290235
2021-12-23,-2.5082090636998204
2021-12-27,-2.0864383799204034
2021-12-28,-1.8009852666961153
2021-12-29,-1.346702212922981
2021-12-30,-0.8892302642721353
2021-12-31,-0.5247136675961469
2022-01-03,-0.1802559198916583
2022-01-04,0.05774878086079475
2022-01-05,-0.016253585867265066
2022-01-06,-0.2638157512425998
2022-01-07,-0.2580180054388749
2022-01-10,-0.3951139124563659
2022-01-11,-0.2832265614258766
2022-01-12,0.003154846209887131
2022-01-13,0.29309253970627996
2022-01-14,0.15142311506139525
2022-01-18,0.04930772471182915
2022-01-19,0.012953709794876825
2022-01-20,-0.294388080221027
2022-01-21,-1.0355212692199292
2022-01-24,-2.23901876586749
2022-01-25,-2.5864246174966086
2022-01-26,-2.972538012849623
2022-01-27,-3.62519683990338
2022-01-28,-4.542383344717737
2022-01-31,-4.775937691734052
2022-02-01,-4.816532175394774
2022-02-02,-4.90155539965636
2022-02-03,-5.064789592014207
2022-02-04,-5.217490113588543
2022-02-07,-5.415254896618009
2022-02-08,-5.530605006100072
2022-02-09,-5.66669279034547
2022-02-10,-6.123434475052419
2022-02-11,-6.612429372588038
2022-02-14,-7.148026776102315
2022-02-15,-7.069626146761707
2022-02-16,-6.824015898043151
2022-02-17,-6.673237024638265
2022-02-18,-6.165023655196989
2022-02-22,-5.522516651102665
2022-02-23,-5.86443392876412
2022-02-24,-6.715992141998013
2022-02-25,-6.2039260472874265
2022-02-28,-5.490143861731048
2022-03-01,-5.416540796933209
2022-03-02,-5.404016281983102
2022-03-03,-5.458146219862962
2022-03-04,-5.503640516358356
2022-03-07,-5.606373874841373
2022-03-08,-5.978076360905691
2022-03-09,-5.819094764181796
2022-03-10,-6.033627250626735
2022-03-11,-6.081301465089053
2022-03-14,-6.640133240490877
2022-03-15,-6.483122492729303
2022-03-16,-6.443468298550901
2022-03-17,-6.328091064737848
2022-03-18,-6.121353676192067
2022-03-21,-5.805665843548661
2022-03-22,-5.332283990079471
2022-03-23,-4.766113141677431
2022-03-24,-3.691244703965288
2022-03-25,-3.662277146793166
2022-03-28,-3.705907097628357
2022-03-29,-3.584577414612051
2022-03-30,-3.489031048387222
2022-03-31,-3.389898390941838
2022-04-01,-3.134688458201105
2022-04-04,-2.6334866518851694
2022-04-05,-2.0522232563491687
2022-04-06,-2.2094238732667866
2022-04-07,-2.211247350401996
2022-04-08,-1.9366468499719056
2022-04-11,-1.291211266954417
2022-04-12,-1.0377294858044357
2022-04-13,-1.072618280807944
2022-04-14,-1.2493765903463365
2022-04-18,-1.5033728877810102
2022-04-19,-1.8782773746718087
2022-04-20,-1.8057917609136287
2022-04-21,-1.953423501189945
2022-04-22,-2.530430081617708
2022-04-25,-3.1214722361844527
2022-04-26,-3.615910999063567
2022-04-27,-4.521060550553861
2022-04-28,-5.386381227346015
2022-04-29,-5.916774775831055
2022-05-02,-6.866483425219169
2022-05-03,-7.328839445267496
2022-05-04,-7.730037697503864
2022-05-05,-7.946141556027249
2022-05-06,-8.530499831188168
2022-05-09,-9.8694637362517
2022-05-10,-10.796790690835445
2022-05-11,-11.68264961108152
2022-05-12,-12.95436488243404
2022-05-13,-13.013688663551173
2022-05-16,-12.99066251421275
2022-05-17,-12.865526435397678
2022-05-18,-13.42331838977188
2022-05-19,-13.750046728128124
2022-05-20,-13.657695143044418
2022-05-23,-13.192122211699958
2022-05-24,-12.980332345438347
2022-05-25,-12.213403294881306
2022-05-26,-11.406298454127736
2022-05-27,-10.846513254235903
2022-05-31,-9.84985973088641
2022-06-01,-9.454820778155147
2022-06-02,-9.02057422700965
2022-06-03,-8.516678606221005
2022-06-06,-7.582775355417445
2022-06-07,-6.02822191286707
2022-06-08,-4.682578937662236
2022-06-09,-3.677374765914054
2022-06-10,-2.56129497585602
2022-06-13,-3.4770126915710775
2022-06-14,-4.506455642955797
2022-06-15,-4.8068909602196
2022-06-16,-5.954998544824876
2022-06-17,-6.334379125886129
2022-06-21,-6.052690385984742
2022-06-22,-6.289569210007911
2022-06-23,-6.26691116036206
2022-06-24,-6.300756996809322
2022-06-27,-6.45609011022827
2022-06-28,-6.676033535067434
2022-06-29,-7.080522627246627
2022-06-30,-7.586111581111443
2022-07-01,-7.908344628727362
2022-07-05,-8.3692200617031
2022-07-06,-8.679970352239577
2022-07-07,-8.8145715988205
2022-07-08,-8.954695855488422
2022-07-11,-8.993177144225774
2022-07-12,-8.856378488502607
2022-07-13,-7.982430209765465
2022-07-14,-7.281212647204212
2022-07-15,-6.925264367450702
2022-07-18,-5.357937398751143
2022-07-19,-4.55839414820842
2022-07-20,-4.373924925632456
2022-07-21,-4.030138551918329
2022-07-22,-3.706995257261297
2022-07-25,-3.6734037033907936
2022-07-26,-3.662157033073464
2022-07-27,-3.559558615420189
2022-07-28,-3.2492914965193216
2022-07-29,-2.753953683695838
2022-08-01,-2.4884122174561725
2022-08-02,-2.039674540567235
2022-08-03,-1.794927213728994
2022-08-04,-1.733509098095644
2022-08-05,-1.681848781675741
2022-08-08,-1.4606437520514775
2022-08-09,-1.2730564285232042
2022-08-10,-0.9168298661228393
2022-08-11,-0.3144994282320376
2022-08-12,-0.14767750494459705
2022-08-15,-0.0324176262615
2022-08-16,0.07269887894042044
2022-08-17,0.11239107961862234
2022-08-18,0.1955097714740885
2022-08-19,0.18099387792771807
2022-08-22,0.15208850509897492
2022-08-23,0.15134686309023898
2022-08-24,0.10912383022397237
2022-08-25,0.0985312932676388
2022-08-26,-0.032494373634504026
2022-08-29,-0.18087845977043462
2022-08-30,-0.3924396838780123
2022-08-31,-0.6033074654486695
2022-09-01,-0.9644029197495088
2022-09-02,-1.065720243978972
2022-09-06,-1.4157078653623405
2022-09-07,-1.5544938968216615
2022-09-08,-1.724811145196343
2022-09-09,-1.7614126698749084
2022-09-12,-1.804624500792732
2022-09-13,-1.991635991005424
2022-09-14,-2.275021478072956
2022-09-15,-2.530880676591073
2022-09-16,-3.110052081759519
2022-09-19,-3.400420033038943
2022-09-20,-3.8761620121585696
2022-09-21,-4.339175023973012
2022-09-22,-5.337502435933956
2022-09-23,-6.98354134211684
2022-09-26,-8.452978258708228
2022-09-27,-9.57936380254857
2022-09-28,-9.776799074255944
2022-09-29,-10.751082327956023
2022-09-30,-11.09044770314827
2022-10-03,-11.265933140063948
2022-10-04,-10.981314019812842
2022-10-05,-10.934246186167181
2022-10-06,-11.0137455532845
2022-10-07,-11.591874564249334
2022-10-10,-12.202975346059501
2022-10-11,-12.928693281784115
2022-10-12,-13.405091418190137
2022-10-13,-14.49932952769359
2022-10-14,-14.234437338377957
2022-10-17,-14.02250903085142
2022-10-18,-13.558299561731502
2022-10-19,-13.42417910495353
2022-10-20,-12.930753045985705
2022-10-21,-12.066139849978748
2022-10-24,-10.854051096824277
2022-10-25,-9.627408784035467
2022-10-26,-9.224472894281122
2022-10-27,-8.088935530632527
2022-10-28,-7.433249122257948
2022-10-31,-7.153525108191552
2022-11-01,-7.110692512580671
2022-11-02,-7.09662904777672
2022-11-03,-7.232080330637637
2022-11-04,-6.884309764316965
2022-11-07,-6.37563384918108
2022-11-08,-5.553154284413103
2022-11-09,-5.06538374099264
2022-11-10,-3.6820417763121323
2022-11-11,-3.342632329742685
2022-11-14,-3.1789236071986213
2022-11-15,-3.0262997805726055
2022-11-16,-2.608914258606685
2022-11-17,-2.0931093981711837
2022-11-18,-1.2786594778773748
2022-11-21,-0.8947441044103157
2022-11-22,-0.8162553385985488
2022-11-23,-0.7670958079927765
2022-11-25,-0.656163114663897
2022-11-28,-0.6317180544748635
2022-11-29,-0.6477662166431758
2022-11-30,-0.6554139728506533
2022-12-01,-0.4176433613567603
2022-12-02,-0.0366116500049703
2022-12-05,0.19241595013147125
2022-12-06,0.14882552497711288
2022-12-07,0.06604488886721992
2022-12-08,0.23302497573865003
2022-12-09,0.15905670010987094
2022-12-12,-0.002508922446560237
2022-12-13,-0.007048422914960519
2022-12-14,-0.13283631230666623
2022-12-15,-0.30150951137907195
2022-12-16,-0.4770672639315659
2022-12-19,-0.7170697395511338
2022-12-20,-0.933079345431522
2022-12-21,-0.9991704308492907
2022-12-22,-1.2987236622424645
2022-12-23,-1.4160393968941443
2022-12-27,-1.50767388974205
2022-12-28,-1.684502744221246
2022-12-29,-1.7316972721225437
2022-12-30,-1.9008884450969887
2023-01-03,-1.8816105786716553
2023-01-04,-1.814926032231039
2023-01-05,-1.6446020672061905
2023-01-06,-1.4625729027774943
2023-01-09,-1.2917586909741268
2023-01-10,-1.1849877523240682
2023-01-11,-0.9871441278431639
2023-01-12,-0.8870014918018015
2023-01-13,-0.6866560599387667
2023-01-17,-0.3877383728696538
2023-01-18,-0.0498751510138861
2023-01-19,0.16065620358526514
2023-01-20,0.435088996374996
2023-01-23,0.5992304105164102
2023-01-24,0.9580079174880644
2023-01-25,1.1026544372459781
2023-01-26,1.3826357496838064
2023-01-27,1.7512736243440814
2023-01-30,1.862554574112501
2023-01-31,2.0593597126876686
2023-02-01,2.2435501289649356
2023-02-02,2.4682727449216535
2023-02-03,2.622824378999374
2023-02-06,2.6250498683242958
2023-02-07,2.594005943100182
2023-02-08,2.596658010471999
2023-02-09,2.601855179152495
2023-02-10,2.498454868438007
2023-02-13,2.4758000616180644
2023-02-14,2.449636749402743
2023-02-15,2.4431781634912073
2023-02-16,2.5304561869566293
2023-02-17,2.5402816459855555
2023-02-21,2.4443188042000914
2023-02-22,2.3391944504278337
2023-02-23,2.306446798493877
2023-02-24,2.1381879742405396
2023-02-27,2.0493792721454462
2023-02-28,2.0393695507188765
2023-03-01,1.9154933890262622
2023-03-02,1.6973678140521
2023-03-03,1.56634058309153
2023-03-04,1.55428940174717
2023-03-06,1.59994857556844
2023-03-07,1.50323663809656
2023-03-08,1.42233732562792
2023-03-09,1.24596607212521
2023-03-10,0.91629061233352
2023-03-11,0.517427327116748
2023-03-13,-0.160812975115932
2023-03-14,-0.401883431646918
2023-03-15,-0.919557604686573
2023-03-16,-1.25021216955305
2023-03-17,-1.58130390883784
2023-03-18,-1.89798157868373
2023-03-20,-2.14428210640399
2023-03-21,-2.1977037310858
2023-03-22,-2.40554664087295
2023-03-23,-2.77890742624778
2023-03-24,-3.20109018375504
2023-03-25,-3.63456169338774
2023-03-27,-3.79741366436017
2023-03-28,-4.00758069142318
2023-03-29,-4.09069810928013
2023-03-30,-4.05614904859302
2023-03-31,-3.97250014768697
2023-04-01,-3.82416031069081
2023-04-03,-3.42753162497909
2023-04-04,-3.11703334251033
2023-04-05,-2.60406971437976
2023-04-06,-2.49144180258883
2023-04-10,-2.01837674160913
2023-04-11,-1.84089244226392
2023-04-12,-1.37439716835527
2023-04-13,-1.07900058630125
2023-04-14,-0.759009907480573
2023-04-17,-0.520529857480526
2023-04-18,-0.401879982196629
2023-04-19,-0.231511523319492
2023-04-20,0.144844564391558
2023-04-21,0.556023366378439